code,product_name,brands,stores,categories,nutriscore_grade,nova_group,ecoscore_grade,countries,energy-kcal_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g
00013029,Cheddar,McDonald's,McDonald's,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages du Royaume-Uni, Fromages d'Angleterre, Fromages en tranches, Cheddars, Cheddar en tranches",unknown,4,,"France,Royaume-Uni,Suède,Danemark,Norvège,Espagne,Pologne",,,,,,,
0038900012267,Tropical Gold Pineapple slices in 100% pineapple juice,Dole,,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Canned foods, Desserts, Canned plant-based foods, Fruits based foods, Fruits, Canned fruits, Tropical fruits, Fruits in syrup, Pineapple, Pineapple in syrup, Canned pineapples, en:canned-fruits-in-juice",b,1,,"France, Germany, Poland, Switzerland, en:united-kingdom",,,,,,,
0070177247454,,,,en:teas,unknown,,,Польша,,,,,,,
0072965552511,Salt water taffy autumn mix,,,"Snacks, Sweet snacks, Confectioneries",e,4,,"Poland, United States",,,,,,,
0074603003287,Ramen kimchi,"NongshimSamyang,SamYang","Paris Store,Carrefour","Żywność i napoje na bazie roślin,Żywność na bazie roślin,Posiłki,Produkty suszone,Makarony,en:Dried products to be rehydrated,Kluski,Makarony instant,Zupy z makaronem instant",unknown,4,,"Francja,Polska",,,,,,,
0084909002341,Rote Currypaste,"Cock Brand, Thai World Import & Export Co.",,,e,3,,,,,,,,,
07281224,,,,,unknown,,,Polska,,,,,,,
0819538000075,Sparkling pink lemonade,"Effervé,Eurobubblies Inc.",,"Beverages, Carbonated drinks, Sodas, Lemonade, Sweetened beverages",e,4,,"Polska,Stany Zjednoczone",,,,,,,
10041475,Red onions,Tesco,Tesco,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Przyprawy, Produkty na bazie warzyw i owoców, en:Culinary plants, Produkty na bazie warzyw, en:Onions and their products, Cebula, en:Red onions",c,,,Polska,,,,,,,
1103086260005,"Lingonberry jam, organic",IKEA,IKEA,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Spreads,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Berry jams,Blueberry jams,Bilberry jams,Lingonberries jams",d,4,,"Croatia, France, Germany, Italy, Poland, Portugal, Spain, Switzerland, United Kingdom, en:belgium",,,,,,,
1200288900002,Sås Senap & Dill - Sauce à la moutarde et à l'aneth,IKEA,Ikea,"Condiments, Sauces, Moutardes",d,4,,"Belgium, France, Germany, Italy, Poland, Spain, Switzerland, en:united-kingdom",,,,,,,
1303847420000,KAFFEREP,IKEA,IKEA,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits",e,4,,"Česko,Francie,Lotyšsko,Litva,Polsko",,,,,,,
16811207,petit déjeuner miel et pépites de chocolat,TOBLERONE,,"Snacks,Breakfasts,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Dry biscuits,Breakfast biscuit,Breakfast biscuit with cereals fortified with vitamins and chemical elements",e,4,,"Belgium, Bulgaria, France, Germany, Morocco, Poland, Romania, Switzerland, United Kingdom, en:spain",,,,,,,
2000000018904,Boletus Edulis in Can,Délices des Bois,Lesne Skarby,en:Mushroom in sunflower oil,c,3,,Polska,,,,,,,
2000000024993,Tomato Ketchup,McDonald's,McDonald's,"Condimentos,Molhos,Molhos de tomate,Ketchup,en:Tomato Ketchup,en:Groceries",d,4,,"França,Grécia,Itália,Polónia,Espanha,Reino Unido",,,,,,,
2000000040676,Hořčicová omáčka,McDonalds,,"en:Condiments, en:Sauces, Hořčice, en:groceries",unknown,,,"Česko,Polsko",,,,,,,
2000000070495,maizena,,,,unknown,,,Pologne,,,,,,,
20000653,Doce Extra Fresa Morango,Maribel,Lidl,"Cibi e bevande a base vegetale,Cibi a base vegetale,Cibi a base di frutta e verdura,Colazioni,Spalmabili,Cibi a base di frutta,Spalmabili a base di piante,Spalmabili dolci,Conserve di frutta,Confetture e marmellate,Confetture di frutti di bosco,Confetture di agrumi,Marmellate,Confetture di fragole,Confettura extra",d,4,,"Belgio,Cina,Croazia,Francia,Germania,Polonia",,,,,,,
20001360,Stracciatella Premium Eis,Bon Gelati,Lidl,"Desserts, Tiefkühlprodukte, Tiefkühl-Desserts, Speiseeis und Sorbets, Speiseeis, Eisbecher, en:Stracciatella ice cream tubs",d,4,,"Франция,Германия,Полша,Швеция,България",,,,,,,
20001407,Bon Gelati Eiscreme mit Schlagsahne,"Bon Gelati, Gelatelli",Lidl,"Milchprodukte, Desserts, Milchnachspeisen, Tiefkühlprodukte, Tiefkühl-Desserts, Speiseeis und Sorbets, Schokoladendesserts, Speiseeis, Eisbecher, Eisbecher Schokolade",d,4,,"France,Germany,Hungary,Poland,Spain,Switzerland",,,,,,,
20002589,Lasagne Bolognese,"Chef Select,Lidl",Lidl,"Produtos à base de carne,Refeições,Pratos de massa,Refeições com carne,Lasanha preparada,Refeiçoes com porco,en:Meat lasagnas,Refeições para micro-ondas,en:Bolognese lasagne",c,4,,"Tschechien, Frankreich, Ungarn, Polen, Schweden, Germany",,,,,,,
20003234,Müsli Multifrucht,Crownfield,Lidl,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Bircher-style mueslis,Mueslis with fruits,Bircher-style mueslis with fruits",b,3,,"France,Germany,Hungary,Italy,Poland,Spain",,,,,,,
20003395,Haselnüsse gemahlen,"Belbake, Lidl",Lidl,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Fette, Nüsse und Nussprodukte, Pflanzenfette, Nüsse, Haselnüsse, Nusskerne, Geschälte Haselnüsse, Haselnusspulver",a,2,,"Francuska,Njemačka,Sjedinjene Američke Države,Hrvatska,Poljska,Mađarska,Slovačka,Srbija",,,,,,,
20004408,Rodekool Chou rouge,"Alpenfest style, Freshona, Freshona - Lidl, Alpen Fest style",Lidl,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Conservas, Verduras y hortalizas y sus productos, Alimentos de origen vegetal en conserva, Hortalizas, Verduras y hortalizas en conserva, Verduras de hoja, Repollos, Lombardas",a,3,,"Tschechien,Frankreich,Deutschland,Polen,Slowakei,Spanien,Schweiz",,,,,,,
20005726,Nut & Fruit Mix Classic,Alesto,Lidl,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Snacks,Produits déshydratés,Fruits et produits dérivés,Aliments à base de plantes séchées,Fruits secs,en:dried-mixed-fruits,Mélange apéritif de graines et fruits séchés,Mélange apéritif de graines et raisins secs,en:nuts-with-dried-fruits",d,1,,"Bulgarie,Croatie,France,Allemagne,Pologne,Roumanie,Serbie,Espagne",,,,,,,
20005733,"Walnusskerne, angebrochen",Alesto,Lidl,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Nüsse und Nussprodukte,Nüsse,Nusskerne,Walnüsse,Walnusskerne",a,1,,"Österreich,Belgien,Bulgarien,Kroatien,Dänemark,Frankreich,Deutschland,Italien,Niederlande,Polen,Portugal,Rumänien,Serbien,Spanien",,,,,,,
20005825,Melk Lait,Fin Carré,Lidl,"Svačiny,Sladké svačiny,en:Cocoa and its products,Čokolády,Mléčné čokolády",e,,,"Bulharsko,Estonsko,Finsko,Francie,Německo,Maďarsko,Polsko,Rumunsko,Slovinsko,Španělsko,Česko",,,,,,,
20013578,Rapsöl,Vita d'Or,Lidl,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Fette,Pflanzenfette,Pflanzenöle,Rapsöle",b,,,"Frankreich,Deutschland,Polen,Schweiz",,,,,,,
20022464,NOIR INTENSE 74% CACAO,fin CARRÉ,Lidl,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Extra fine dark chocolates,Cacao-et-derives",e,4,,"Belgium,Bulgaria,Czech Republic,Finland,Germany,Netherlands,Poland,Spain",,,,,,,
20026752,Piri-Piri,"Sol & Mar, Lidl, Lidl Sol & Mar",Lidl,"Condiments,Sauces,Hot sauces,Hot-chilli,Chili peppers",not-applicable,4,,"Bulgaria,France,Germany,Italy,Poland",,,,,,,
20029968,,Sondey,Lidl,"Lanches comida,Lanches doces,Biscoitos e Bolos,en:Biscuits and crackers,Biscoitos",e,4,,"França,Polónia,Portugal,Espanha",,,,,,,
20036232,Dominos dark chocolate,Favorina,Lidl,"Imbiss,Süßer Snack,Kakao und Kakaoprodukte,Süßwaren,Festtagsessen,Schokoladenkonfekt,Pralinen,Dominosteine",e,4,,"Österreich,Tschechien,Deutschland,Polen,Spanien",,,,,,,
20037680,"Mleko zagęszczone 7,5%",Pilos,Lidl,"Produits laitiers,Laits (fluide et poudre),Laits,Laits concentrés,Laits concentrés non sucrés,Laits condensés,Lait concentré entier non sucré",e,4,,"Франция,Германия,Полша,България",,,,,,,
20039486,Gurkensticks,Freshona,LIDL,"Növényi alapú élelmiszerek és italok,Növényialapú élelmiszerek,Gyümölcsök és zöldségek alapú élelmiszerek,Konzervek,Zöldség alapú élelmiszerek,Növényialapú élelmiszerek konzervben,Savanyúságok,Zöldségkonzervek,Növényi savanyúságok,Zöldséges savanyúság,Savanyú uborka,en:Gherkins",c,4,,"Németország,Magyarország,Lengyelország",,,,,,,
20041663,SARDINE IN ULEI,NIXE,LIDL,"Productos del mar,en:Fishes and their products,Conservas,Pescados,en:Fatty fishes,Conservas de pescado,Sardinas,Sardinas en conserva,Sardinas en aceite,Sardinas en aceite de girasol",d,3,,"Чехия,Франция,Германия,Полша,Испания,България",,,,,,,
20044350,Iodised Salt,ChanteSel,Lidl,Sea igneous white salt for human consumption with added iodine,not-applicable,2,,"Denmark,Poland,Sweden",,,,,,,
20046347,Cocos & choco minis,Mister Choc,Lidl,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées, Barres, Barres chocolatées",e,4,,"Alemanha,Polónia,Espanha,Suíça",,,,,,,
20047238,Nussmix,Alesto,Lidl,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Fruits à coques et dérivés,Fruits à coques,Mélanges de fruits à coque",c,1,,"Belgique,Bulgarie,Croatie,République tchèque,France,Allemagne,Hongrie,Italie,Pologne,Roumanie,Serbie,Espagne,Suède,Suisse,Royaume-Uni",,,,,,,
20052621,Mąka pszenna,Castello,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Mąki",a,,,Polska,,,,,,,
20053963,Ryż biały długoziarnisty,Golden Sun,lidl,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Zboża i ziemniaki, Nasiona, Zboża i produkty zbożowe, en:Cereal grains, Ryże, Ryż biały",b,1,,Poland,,,,,,,
20059903,Glace Erdbeer Strawberry ice cream premium,"Bon Gelati, Gelatelli",Lidl,"Desserts, Tiefkühlprodukte, Tiefkühl-Desserts, Speiseeis und Sorbets, Speiseeis, Eisbecher, en:Strawberry ice cream tubs",d,4,,"Germany,Poland,Switzerland",,,,,,,
20063757,spaghetti,"Combino,Italiamo,Lidl",Lidl,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Cereal pastas,Dry pastas,Durum wheat pasta,Spaghetti,Durum wheat spaghetti,Whole-wheat-spaghetti",a,1,,"Croatia,Czech Republic,Estonia,France,Germany,Hungary,Latvia,Lithuania,Poland,Romania,Serbia,Slovakia,Switzerland",,,,,,,
20069490,Pesto alla Genovese,Baresa,Lidl,"Condiments, Sauces, Pasta sauces, Pestos, Green pestos, Groceries",d,4,,"Belgia,Francja,Włochy,Norwegia,Polska,Hiszpania",,,,,,,
20072483,Piada sfogliata,ITALIAMO,LIDL,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains plats,Pains blancs,Piadina",d,3,,"France,Italy,Poland,Ireland",,,,,,,
20077242,Baton musli jabłko,KINDER'S,,,unknown,4,,"en:france,pl:Polska",,,,,,,
20078683,Sweet Corner Mixed Fruit Flavour Drops,Lidl,Lidl,"Snacks, Sweet snacks, Confectioneries, Caramels",e,4,,"France, Poland",,,,,,,
20080204,Edel Herbe Sahneschokolade,fin carré,Lidl,"Imbiss, Süßer Snack, Kakao und Kakaoprodukte, Schokoladen, Milchschokoladen, Sahneschokoladen",e,4,,"France,Germany,Poland",,,,,,,
20080662,Muesli Bars Chocolate & Banana,"Crownfield, Lidl",Lidl,"Snacks, Sweet snacks, Bars, Cereal bars, Chocolate cereal bars, Fruits cereal bars, Banana cereal bars",e,4,,"Bulgaria,Denmark,France,Germany,Poland,United Kingdom",,,,,,,
20081072,Edelmarzipan-Brot Zartbitter,"Favorina, Lidl",Lidl,"Imbiss, Süßer Snack, Süßwaren, Festtagsessen, Weihnachtliches Essen und Getränke, Marzipan",e,4,,"France,Germany,Poland,Czech Republic",,,,,,,
20088637,Petit Saint-Paulin croute naturelle,Chêne d'Argent,Lidl,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Fromages de vache,Fromages à pâte pressée non cuite,Fromages pasteurisés,Saint-Paulin",unknown,3,,"France,Pologne",,,,,,,
20103699,,"Vitasia, Combino, Vitasia China, Vitasia Chinese Style",Lidl,"Plant-based foods and beverages,Plant-based foods,Pastas,Noodles,Chinese noodles",b,,,"Croatia,Czech Republic,France,Germany,Lithuania,Netherlands,Poland,Slovakia",,,,,,,
20127503,Galaretki o smaku wiśniowym w czekoladzie,"Czekolateria,Lidl",Lidl,"Przekąski, Słodkie przekąski",e,4,,Polska,,,,,,,
20130596,Beeren-Mischung mit Sauerkirschen,fresona,Lidl,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Frozen foods, Fruits based foods, Frozen plant-based foods, Fruits, Berries, Frozen fruits, Frozen mixed fruits, Frozen berries, Frozen mixed berries",a,1,,"France,Germany,Italy,Poland,Spain,Czech Republic",,,,,,,
20137694,Bio Organic Weisser Quinoa,Golden Sun,Lidl,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Quinoa",a,1,,"France,Allemagne,Pologne",,,,,,,
20137700,,"Crownfield,Golden Sun,Lidl,Märsch",Lidl,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Graines,Céréales et dérivés,Céréales en grains,Chia",a,1,,"Belgique,Allemagne,Pologne",,,,,,,
20141875,Bio Pomidor i warzywa,"Biotrend, Solevita",Lidl,"Żywność i napoje na bazie roślin, Napoje, Napoje na bazie roślin, Żywność i napoje na bazie warzyw, Soki i nektary, Napoje na bazie warzyw, Sok warzywny",b,3,,"Francja,Polska",,,,,,,
20144968,Beurre doux Bio,"Envia, Milbona",Lidl,"Lácteos, Aceites y grasas, Untables, Grasas para untar, Grasas animales, Grasas de la leche, en:dairy-spread, Mantequillas, Mantequila sin sal",e,2,,"Francia,Italia,Polonia,España",,,,,,,
20153229,Mais klein,Freshona,Lidl,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Cereals and potatoes,Vegetables based foods,Canned plant-based foods,Cereals and their products,Canned vegetables,Canned cereals,Canned corn,Canned sweet corn",b,3,,"Austria,Czech Republic,France,Germany,Poland,Portugal,Spain",,,,,,,
20154691,Coeurs pain d'épices chocolat noir,"Favorina,Aachener Zucker und Backwaren Paul Schaeffer,Lidl",Lidl,"Snacks,Sweet snacks,Biscuits and cakes,Gingerbreads,Filled gingerbreads covered with chocolate",e,4,,"Czech Republic,France,Germany,Italy,Luxembourg,Poland,Serbia",,,,,,,
20164041,Sugo al pomodoro con basilico,Italiamo,Lidl,Tomatsåser med basilika,a,3,,"Belgien,Bulgarien,Tjeckien,Frankrike,Tyskland,Polen,Spanien,Sverige,Schweiz",,,,,,,
20173074,CEAPA PRĂJITĂ,Kania,Lidl,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Légumes et dérivés,Oignons et dérivés,Oignons frits,en:Dried fried onions",e,3,,"Autriche,France,Allemagne,Pays-Bas,Pologne,Espagne,Suisse",,,,,,,
20184728,GRISSINI ROSEMARY with extra virgin olive oil,Snack Day,Lidl,"plant-based-foods-and-beverages, plant-based-foods, snacks, cereals-and-potatoes, salty-snacks, appetizers, breads, da:crackers, breadsticks",d,4,,"Francia,Polonia",,,,,,,
20198084,"Pulpe de tomates, basilic & origan",Baresa,Lidl,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Conserves, Légumes et dérivés, Aliments à base de plantes en conserve, Légumes, Légumes en conserve, Tomates et dérivés, Tomates, Tomates en conserve, Pulpes de tomates, en:Chopped tomatoes",a,3,,"Allemagne,Pologne,France",,,,,,,
20198107,Peeled Tomatoes in tomato juice,"Baresa,Lidl",Lidl,"Biljne hrane i pića,Hranu biljnog podrijetla,Hrana na bazi voća i povrća,Konzervirana hrana,Hrana na bazi povrća,Konzervirana hrana biljnog podrijetla,Povrće,Konzervirano povrće,en:Pasteurised products,Rajčice i njihovih proizvoda,Rajčice,Rajčice iz konzerve,Pelata",b,,,"Bugarska,Hrvatska,Francuska,Njemačka,Mađarska,Poljska,Portugal,Srbija,Slovenija,Španjolska,Švicarska",,,,,,,
20199876,Aurinkokuivattuja tomaatteja,Baresa,Lidl,"Kasvipohjaiset ruoat ja juomat, Kasvipohjaiset ruoat, Hedelmä- ja vihannespohjaiset ruoat, Kasviperäiset ruoat, Kuivatut tuotteet, Kuivatut kasvipohjaiset tuotteet, Tomaatit ja tomaattituotteet, Kuivatut vihannekset, Kuivatut tomaatit, Kuivattuja tomaatteja öljyssä",d,3,,"Финландия,Франция,Германия,Полша,Обединено кралство Великобритания и Северна Ирландия,България",,,,,,,
20202859,,Crownfield,Lidl,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Mueslis with fruits",d,4,,"Belgium,France,Germany,Poland,Spain,Netherlands",,,,,,,
20209957,Kasza gryczana prażona,Kuchnia Lidla,Lidl,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Zboża i ziemniaki, Nasiona, Zboża i produkty zbożowe, Ziarna zbóż, Kasza, Gryka",a,1,,"Poland, Germany",,,,,,,
20214432,,Golden Sun,Lidl,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners",a,1,,"Finlande,France,Allemagne,Pologne",,,,,,,
20229030,Avocados,Lidl,Lidl,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Tropical fruits, Avocados",a,1,,"Francja,Niemcy,Polska",,,,,,,
20233655,Halva,eridanus,Lidl,"Przekąski, Słodkie przekąski, en:Confectioneries, Chałwa",e,4,,"Czechy,Polska",,,,,,,
20245726,Pommes Rouges,Oaklands,Lidl,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Pommes, Fruits frais, Pommes fraîches",unknown,1,,"Francja,Niemcy,Polska,Wielka Brytania",,,,,,,
20252120,Rajčatový protlak,"Kania, Lidl, Mikado",Lidl,"Żywność i napoje na bazie roślin,Żywność na bazie roślin,Produkty na bazie warzyw i owoców,Produkty na bazie warzyw,Pomidory i produkty z pomidorów,Koncentrat pomidorowy",b,,,"Czechy,Francja,Polska,Słowacja",,,,,,,
20253929,Ananas en tranches au sirop léger,Freshona,Lidl,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Desserts, Aliments à base de plantes en conserve, Fruits en conserve, Fruits au sirop, Ananas au sirop, Ananas en conserve",a,1,,"Francja,Niemcy,Polska,Hiszpania",,,,,,,
20255428,Tapioca and prawn crackers classic,"Snack Day, Lidl, Vitasia",Lidl,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Cassava crisps, fr:chips-de-manioc-a-la-crevette",e,3,,"Bulgarien, Kroatien, Republik Zypern, Tschechien, Estland, Frankreich, Griechenland, Ungarn, Lettland, Litauen, Polen, Serbien, Slowakei, Slowenien, Spanien, Germany",,,,,,,
20267605,Cashew Nuts,Alesto,Lidl,"Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Cashew nuts",b,1,,"Austria,Belgium,Croatia,France,Germany,Hungary,Italy,Poland,Spain,Sweden,Switzerland,United Kingdom",,,,,,,
20272760,Caramel et biscuit,"Krüger,Ludwig Schokolade,Mister Choc",Lidl,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Cocoa and its products,Confectioneries,Biscuits,Chocolate candies,Bars,Chocolate biscuits,Candy chocolate bars,Caramels",e,4,,"Denmark,Finland,France,Germany,Greece,Italy,Poland,Sweden",,,,,,,
20281151,Crème brûlée,Deluxe,Lidl,"Dairies,Desserts,Dairy desserts,Crème brûlée",d,4,,"Austria,Bulgaria,Croatia,Estonia,France,Germany,Hungary,Latvia,Poland,Switzerland",,,,,,,
20293727,Grüne Oliven mit Knoblauch,Eridanous,,,e,3,,,,,,,,,
20305826,,"Lidl Peri, Onuba Fruit, Zalama, Lidl",Lidl,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Fruits et produits dérivés,Fruits,Fruits rouges,Fruits frais,Myrtilles,Myrtilles fraîches",c,1,,"Frankreich, Ungarn, Polen, Spanien, Vereinigtes Königreich, Germany",,,,,,,
20316488,Dattelcherrytomaten,Glensallagh,Lidl,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Gemüsebasierte Lebensmittel, Gemüse, Frische Nahrungsmittel, Frische pflanzliche Lebensmittel, Tomaten und Tomatenprodukte, Frisches Gemüse, Tomaten, Kirschtomaten, Frische Tomaten",a,1,,"Oostenrijk,Duitsland,Nederland,Polen",,,,,,,
20322137,Sardines in sunflower oil,Nixe,Lidl,"Seafood, Canned foods, Fishes, Fatty fishes, Canned fishes, Sardines, Canned sardines, Sardines in oil",b,3,,"Poland, United Kingdom",,,,,,,
20348960,Glace café (noblissima) 1litre,Gelatelli,Lidl,"en:Desserts, en:Frozen foods, en:Frozen desserts, en:Ice creams and sorbets, Sladoled, Dairy-ice-cream",d,4,,"Francja,Słowenia,Polska",,,,,,,
20351939,Tortellini viande,chef select,LIDL,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Meals, Pasta dishes, Pastas, Stuffed pastas, Fresh pasta, Tortellini, Meat tortellinis, Tortelloni",d,4,,"France,Germany,Poland",,,,,,,
20353889,Traube- Nuss Müsli,"Crownfield,Lidl",Lidl,"Biljne hrane i pića,Hranu biljnog podrijetla,Doručci,Žitarice i krumpir,Žitarica i njihovih proizvoda,Žitarice za doručak,Müsli,Žitarice s orasima,Musli s orasima",a,3,,"Hrvatska,Cipar,Estonija,Francuska,Njemačka,Latvija,Poljska,Portugal,Rumunjska,Slovačka,Španjolska",,,,,,,
20368197,White Chocolate,fin CARRE,Lidl,"Imbiss, Süßer Snack, Kakao und Kakaoprodukte, Schokoladen, Weiße Schokoladen",e,4,,"France,Germany,Italy,Poland,Spain",,,,,,,
20388874,Tahini with cocoa,Eridanous,Lidl,Produkty śniadaniowe,e,4,,"Belgia,Grecja,Polska",,,,,,,
20401771,Chocolate mosse dessert,"Italiamo,Lidl,Taste of Asia",Lidl,"Desserts,Tartufo",e,4,,"Croatia,Estonia,France,Germany,Latvia,Poland,Slovenia",,,,,,,
20411978,BRITISH MILK SKIMMED,ASDA,"Lidl, Asda","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas, Dry pastas, Lasagna sheets, it:lasagne",a,1,,"France,Germany,Poland,Switzerland,Czechia",,,,,,,
20422103,ground chili peppers in olive oil,"LIDL, italiamo, Deluxe",Lidl,"Plant-based foods and beverages, Plant-based foods, Condiments, Spices, Chili peppers, Chili peppers in oil",not-applicable,3,,"France,Germany,Italy,Poland,Switzerland",,,,,,,
20428761,Ser cheddar w plastrach,Valley Spire,Lidl,"Nabiał,Żywność fermentowana,Fermentowane produkty mleczne,Sery,Ser krowi,Sery ze Zjednoczonego Królestwa,Sery angielskie,Cheddar",d,3,,"Francja,Polska,Zjednoczone Królestwo",,,,,,,
20441470,Jus multifruits,Solevita,Lidl,"Żywność i napoje na bazie roślin,Napoje,Napoje na bazie roślin,Napoje owocowe,Soki i nektary,Soki owocowe,Soki wieloowocowe,en:squeezed-juices",d,1,,"Francja,Polska",,,,,,,
20443375,Azeitonas Lidl,Baresa,Lidl,"Plant-based foods and beverages, Plant-based foods, Canned foods, Pickles, Olive tree products, Plant-based pickles, Olives, Green olives, Pitted olives, Green pitted olives",d,3,,"Frankreich,Deutschland,Polen,Schweiz,Vereinigtes Königreich",,,,,,,
20468583,Kichererbsen,Sol & Mar,Lidl,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Legumes,Seeds,Canned plant-based foods,Legume seeds,Pulses,Chickpeas,Canned legumes,Canned chickpeas",a,3,,"Czech Republic,France,Germany,Poland,Spain,Switzerland,Netherlands",,,,,,,
20469962,Cuscinelli Croccanti Sardi,Italiamo,Lidl,"snack, snacks-salati, antipasti, en:biscuits-and-crackers, crackers, en:puffed-salty-snacks, da:crackers",c,3,,"Francia,Germania,Polonia,Slovacchia,Regno Unito,Italia",,,,,,,
20477301,,Solevita,Lidl,"Alimentos y bebidas de origen vegetal,Bebidas,Alimentos de origen vegetal,Bebidas de origen vegetal,Bebidas a base de frutas,Zumos y néctares,Zumos de frutas,Zumos de piña,Zumos exprimidos refrigerados,Zumos de piña exprimidos refrigerados",c,4,,"Polonia,España",,,,,,,
20484804,Jalapeños,"El Tequito, Freshona, El Tequito - Lidl",Lidl,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Condiments,Vegetables based foods,Canned plant-based foods,Pickles,Vegetables,Canned vegetables,Plant-based pickles,Pickled vegetables,Chili peppers,Sweet peppers,Pickled peppers,bg:Халапеньо",not-applicable,3,,"Bulgaria,Germany,Hungary,Poland,Spain",,,,,,,
20487942,Sun-Dried Tomatoes with sea salt,Baresa,Lidl,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Dried products, Meals, Vegetables, Dried plant-based foods, Dried products to be rehydrated, Soups, Tomatoes and their products, Dried meals, Dried vegetables, Tomatoes, Dehydrated soups, Dried tomatoes, Dried tomato in oil",unknown,3,,"Češka,Francuska,Njemačka,Poljska,Slovačka,Španjolska,Ujedinjeno Kraljevstvo,Hrvatska",,,,,,,
20490706,Pizza Prosciutto e Mozzarella,Italiamo,LIDL,"Prodotti a base di carne, Alimenti surgelati, Pasti, Pizze e torte salate, Pasti con carne, Pizze, Piatti a base di carne di maiale, Pizze e torte surgelate, Pizza surgelata, Pizza prosciutto e formaggio",c,4,,"Tjeckien,Estland,Frankrike,Tyskland,Italien,Lettland,Litauen,Polen,Spanien,Sweden",,,,,,,
20496913,Powidła śliwkowe z odmiany śliwki węgierki,Sympathica,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty śniadaniowe, Smarowidła, Roślinne smarowidła, Słodkie smarowidła, Przetwory owocowe, Dżemy",d,3,,Polska,,,,,,,
20496920,dżem wiśniowy,sympathica,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty śniadaniowe, Smarowidła, Roślinne smarowidła, Słodkie smarowidła, Przetwory owocowe, Dżemy",c,4,,Polska,,,,,,,
20498115,Herbata zielona z melisą i skórką cytryny ,Lord Nelson ,Lidl,,unknown,,,Poland,,,,,,,
